annual_rainfall,seasonal_rainfall,monthly_rainfall,cloud_visibility,temperature,humidity,atmospheric_pressure,wind_speed,river_level,cloud_cover,flood_status
3880.47,2002.57,875.69,6.38,22.68,62.27,1020.18,3.41,7.95,87.61,1
3475.14,2477.01,717.89,0.84,22.88,46.71,1021.36,40.99,1.6,27.05,0
3027.12,1996.79,401.16,5.5,28.97,97.68,1022.89,6.79,13.43,87.57,1
2108.65,1356.63,536.44,2.94,30.13,50.64,1009.44,37.88,12.39,56.87,0
1354.54,768.09,287.89,3.41,25.99,49.01,1014.97,58.12,10.87,65.92,0
1300.6,925.61,214.87,4.94,37.09,61.5,993.09,38.64,0.96,96.62,0
1600.78,892.02,398.04,9.31,25.67,45.74,984.98,27.39,7.15,48.21,0
2557.53,1702.93,599.46,7.25,21.84,49.34,1006.64,62.02,1.63,70.12,0
3086.71,1777.86,578.15,9.4,15.2,90.79,980.53,65.08,13.97,56.99,1
2912.63,2291.33,677.21,6.77,39.26,50.29,1003.29,25.63,9.38,93.84,1
1695.79,862.46,366.26,0.57,35.61,46.69,985.1,35.93,2.77,53.89,0
3855.57,2158.8,563.43,3.02,30.39,92.8,985.42,68.84,8.63,33.05,1
3161.27,1810.44,491.43,9.1,35.76,66.63,1023.54,14.11,2.22,53.45,0
2573.93,1606.7,370.51,6.61,35.26,49.43,1012.03,22.27,2.61,92.51,0
2757.51,1571.28,612.45,9.83,38.3,74.89,1012.26,31.13,1.67,55.06,0
2142.72,1387.21,483.98,1.98,24.65,42.49,1000.22,8.86,13.14,23.15,0
1592.74,1213.25,427.39,3.32,28.87,65.64,1000.66,20.5,8.41,58.74,0
1939.11,1383.79,352.34,3.94,17.47,75.42,995.16,39.04,5.25,44.88,0
3225.11,2173.69,788.6,3.6,39.13,97.43,1001.72,17.54,0.51,68.48,0
846.06,445.62,174.4,2.89,39.63,59.59,1009.36,48.67,7.34,31.72,0
1171.43,829.61,240.15,4.71,34.73,85.9,989.33,25.64,7.94,39.01,0
947.21,520.89,208.53,6.6,26.35,47.96,993.08,8.11,5.38,56.49,0
930.33,684.64,196.63,3.46,27.41,66.01,1004.74,53.99,7.52,20.65,0
3537.47,2034.11,792.36,1.26,25.88,53.39,999.24,40.58,1.96,28.95,0
3051.71,1907.67,397.62,7.23,22.33,69.55,1020.97,58.09,13.87,82.12,1
2317.36,1402.33,473.69,4.86,28.19,65.03,1021.08,26.49,4.25,94.53,0
1113.07,843.31,373.07,5.79,16.34,98.79,996.8,3.32,14.25,97.26,0
2373.17,1276.68,568.52,4.83,39.8,95.05,1002.54,5.17,7.65,94.35,0
2315.11,1550.41,419.29,8.96,25.6,74.93,1028.83,56.09,12.92,94.78,1
1354.25,734.84,228.06,5.81,38.18,50.59,1021.37,29.92,8.87,83.9,0
2188.33,1556.86,335.88,9.27,33.11,73.42,990.78,68.39,12.74,76.21,0
2075.22,1601.08,669.79,5.35,22.25,87.52,994.01,58.46,0.65,30.87,0
2770.72,1746.61,597.59,3.28,20.55,42.28,984.17,3.1,3.2,49.76,0
2832.3,1830.88,542.44,3.88,39.89,66.04,1013.89,61.16,5.63,45.82,0
944.97,735.4,167.81,5.46,34.3,42.56,995.84,16.47,4.79,75.73,0
1998.76,1311.78,572.84,5.53,21.24,54.64,1006.83,35.07,14.23,52.78,0
2802.75,1811.36,602.38,7.03,16.69,45.53,1018.41,36.42,6.22,42.42,0
2410.04,1623.16,439.44,2.63,32.42,97.63,1021.8,6.06,14.6,83.27,1
3540.77,2502.5,719.6,6.76,22.58,50.13,996.27,10.55,9.94,77.49,1
2907.82,1547.15,414.13,7.9,20.53,49.01,991.86,30.77,12.62,43.19,0
1321.39,986.2,345.62,6.93,33.37,98.32,1022.43,45.7,6.21,47.74,0
1025.82,646.93,279.79,5.08,31.98,70.96,999.06,19.98,3.26,90.39,0
2855.74,1489.85,617.06,9.92,27.04,85.48,1021.1,37.8,1.23,75.94,0
884.84,651.11,205.16,4.35,38.57,59.64,987.49,27.78,10.02,72.1,0
2674.48,1639.68,666.74,1.51,31.99,71.97,1025.6,44.86,14.59,74.05,1
3808.74,2019.05,617.38,8.3,37.34,40.41,1004.16,30.86,2.21,19.21,0
2641.52,1823.0,479.59,2.52,19.76,64.53,988.51,59.91,11.69,60.72,1
2042.14,1560.28,695.66,7.28,22.42,73.31,1006.75,68.89,5.79,36.19,0
2858.52,2190.56,604.53,2.2,17.61,70.86,1023.5,64.09,14.91,17.63,1
2266.41,1784.34,501.28,0.66,22.61,64.35,999.47,13.47,13.12,75.8,1
2545.97,1935.73,866.09,2.02,39.29,87.27,988.9,33.09,3.85,37.39,0
3812.69,1908.79,445.67,4.08,39.07,70.1,1008.83,33.2,11.6,37.91,1
2035.53,1249.96,487.65,1.51,34.01,78.17,1021.72,59.15,11.15,67.59,0
3875.81,2889.66,1253.98,2.38,28.03,51.08,986.07,26.29,11.57,69.96,1
3697.12,2254.79,739.45,7.76,34.52,91.69,982.07,39.37,1.7,52.67,0
1426.53,970.7,194.75,7.81,28.84,61.77,982.81,43.43,12.24,60.08,0
1021.96,696.87,204.71,8.27,15.09,68.93,991.52,9.58,4.29,86.4,0
1122.49,684.17,155.92,8.49,27.54,61.13,980.37,39.94,9.06,19.64,0
858.31,662.05,201.29,4.49,29.97,93.51,1001.43,18.79,2.17,15.88,0
1102.22,717.51,285.21,8.74,21.64,94.04,1014.89,16.05,8.59,69.06,0
2985.62,1909.11,591.21,5.5,20.08,53.46,1015.52,19.02,13.64,64.34,1
1027.8,821.48,253.0,4.97,21.85,85.16,1011.84,8.76,3.07,26.73,0
1820.72,1179.92,400.23,7.33,30.59,46.17,994.81,6.74,12.9,56.97,0
3503.6,1939.31,669.88,2.53,18.65,41.79,1016.8,45.99,6.81,77.11,0
874.47,571.83,236.78,8.0,33.01,90.2,1008.82,65.99,5.17,75.85,0
3406.3,2534.98,702.42,4.58,25.57,47.87,1023.06,48.78,1.33,63.62,0
1701.94,1247.62,505.81,1.71,23.83,49.29,1003.9,23.21,8.16,21.74,0
1178.13,867.78,296.33,1.63,35.18,76.4,989.01,24.78,3.4,37.36,0
3029.56,2158.28,593.81,2.07,27.65,89.01,1011.73,38.81,14.13,46.52,1
2812.62,1620.81,443.75,8.96,24.46,51.38,987.54,60.91,3.95,80.94,0
3607.91,2737.05,794.52,9.91,36.95,46.85,1028.16,15.77,9.01,58.94,1
3152.23,2421.01,861.09,3.89,24.21,44.64,1015.16,33.86,8.6,75.99,1
3371.14,1881.92,484.98,3.28,36.48,41.49,1017.82,35.93,5.38,93.12,0
1702.51,917.89,394.77,2.58,27.6,46.99,1013.96,65.32,12.85,66.15,0
1367.81,1084.23,372.68,8.33,20.2,96.56,984.88,38.46,3.16,31.34,0
3201.97,2435.09,1047.1,2.49,30.32,45.72,1003.26,55.1,12.35,22.56,1
3381.87,2597.18,549.57,9.28,22.13,75.85,1012.57,7.97,3.51,10.05,0
3969.62,3040.38,868.49,6.84,18.68,95.26,991.47,24.23,1.07,25.81,1
2120.38,1404.76,288.96,9.02,17.16,77.67,1013.98,43.58,14.19,34.23,0
1990.46,1381.22,370.25,5.76,21.04,41.96,1020.99,48.08,9.74,34.28,0
3284.52,2179.64,905.64,7.06,33.41,75.78,993.75,62.19,9.64,70.04,1
1890.57,974.33,203.78,6.38,35.95,94.18,989.98,42.15,4.34,23.52,0
3778.42,2734.26,844.99,8.4,36.54,59.35,1024.16,21.69,2.52,49.19,0
3546.92,2311.17,530.16,8.44,21.75,58.82,980.26,38.66,10.74,10.44,1
2172.78,1508.59,458.93,6.1,31.52,54.93,992.79,50.38,8.02,33.5,0
3202.79,2084.35,853.98,6.51,20.76,70.33,1000.34,55.34,5.11,13.69,0
3214.54,2081.55,740.55,9.26,30.57,54.28,1013.61,66.23,5.09,73.86,0
1130.0,623.23,239.44,9.33,37.18,83.43,1029.85,14.97,13.39,41.89,0
3688.17,2152.47,618.35,6.81,16.02,78.69,998.54,46.94,13.4,53.21,1
2416.81,1323.58,577.21,0.57,39.63,64.05,1027.44,15.62,4.48,78.53,0
3444.66,1924.53,726.16,1.49,35.68,83.35,998.34,23.62,12.02,87.66,1
1824.16,1444.54,441.23,8.65,34.04,45.91,1014.78,11.71,3.79,56.5,0
3665.67,2001.22,613.61,1.3,32.28,84.97,988.27,54.56,12.22,68.48,1
2045.45,1187.96,510.43,2.53,34.26,76.17,1003.02,64.15,2.33,76.24,0
834.68,565.23,194.5,2.69,39.86,77.8,1023.56,4.04,11.49,35.68,0
3697.22,2525.4,951.05,6.2,34.25,43.88,996.0,57.32,8.56,73.65,1
1092.12,596.51,181.49,5.98,23.79,77.09,985.26,18.44,2.21,68.83,0
1821.8,1344.7,344.14,3.25,30.35,69.65,1006.14,35.11,9.43,49.88,0
3840.2,2824.7,1075.9,2.47,23.42,69.15,1001.98,52.88,3.29,40.67,1
3841.94,2194.5,772.37,7.76,39.25,59.31,991.48,36.47,3.31,97.63,0
2635.0,1545.69,502.87,9.39,37.5,40.46,1025.28,17.72,6.99,98.77,0
2821.88,2205.01,784.99,1.0,29.19,65.36,1010.08,63.62,14.48,72.56,1
2235.03,1671.13,421.24,1.77,34.53,64.05,997.36,42.36,13.44,44.57,0
1738.27,1233.03,491.34,6.6,37.74,65.37,1029.81,65.33,12.48,77.64,0
1851.73,971.55,424.6,8.14,21.09,76.72,986.88,59.57,12.84,71.13,0
2952.06,1846.45,780.64,8.02,29.49,57.99,1022.4,61.61,7.71,59.05,0
3207.6,2142.0,600.53,7.34,27.04,56.16,991.53,26.6,5.93,21.87,0
3333.05,1853.92,558.96,8.93,34.29,69.87,991.98,69.14,13.32,95.19,1
3326.78,2110.73,848.73,2.56,24.48,75.54,1004.91,59.96,1.67,30.95,0
1091.86,742.8,259.07,1.52,32.72,74.04,1013.1,24.96,14.94,45.39,0
2382.14,1425.03,480.2,6.35,25.07,92.9,1014.52,62.96,8.52,40.82,0
984.19,722.67,311.95,8.31,17.78,86.15,981.11,53.36,8.34,23.84,0
2558.49,1924.33,642.74,6.03,17.68,43.13,994.34,51.31,4.73,12.21,0
2212.9,1321.28,434.35,9.65,17.98,73.81,1013.03,2.42,2.97,93.68,0
3640.65,2736.3,576.0,8.06,15.81,65.07,1024.49,3.53,10.36,76.55,1
1922.93,1021.22,221.97,7.16,28.32,61.66,1013.49,49.25,5.74,11.86,0
1174.61,882.51,178.14,1.07,31.8,97.47,993.29,20.95,4.89,71.9,0
1257.57,686.42,294.0,1.52,18.17,67.41,1005.39,5.98,2.85,21.67,0
3236.83,1698.94,513.25,7.96,30.3,83.17,1012.38,21.44,8.26,75.16,0
2778.3,1924.06,610.2,2.38,29.94,98.03,986.77,58.98,9.03,55.47,1
1123.59,720.88,296.53,0.77,18.68,49.06,1007.25,34.0,6.92,98.01,0
1069.14,825.77,290.93,9.15,25.1,43.28,1003.58,43.86,0.67,48.91,0
3043.1,1853.12,652.99,8.96,33.88,58.82,996.83,56.43,7.63,77.41,0
1032.84,605.4,165.96,2.58,15.42,42.67,1011.18,23.99,4.44,13.72,0
3429.95,2230.23,911.0,7.91,18.67,47.01,1011.81,2.76,2.51,94.2,0
3059.98,1948.54,470.49,0.96,39.9,99.5,1028.57,23.99,8.87,60.62,1
1060.32,639.72,136.44,3.21,33.34,97.61,1001.42,67.05,10.23,38.28,0
1071.48,758.74,188.09,6.42,26.6,81.48,1006.56,34.8,8.02,21.42,0
3957.25,2880.36,768.87,7.75,30.75,85.18,987.88,40.75,9.41,67.67,1
1997.67,1510.03,408.58,0.6,36.16,48.43,1007.42,53.71,9.3,77.17,0
1986.05,1572.67,578.16,3.6,36.06,75.71,981.8,9.82,2.3,17.68,0
3400.96,1972.55,501.93,2.54,23.12,49.26,987.49,51.91,3.63,24.82,0
3831.2,2738.65,1011.01,9.99,27.28,62.7,988.56,22.25,0.64,44.69,0
3955.2,2445.41,544.8,6.87,30.95,60.72,1011.63,28.39,14.74,86.66,1
3210.81,2257.6,534.6,4.35,16.8,76.84,1008.36,20.33,3.56,98.46,0
2004.03,1288.18,421.5,1.22,38.64,44.78,1019.9,12.44,12.31,77.05,0
1067.2,851.77,366.66,6.19,25.82,46.21,1003.22,26.58,11.83,10.5,0
3286.87,2362.18,980.05,6.6,24.27,76.6,1003.74,8.44,10.72,91.31,1
2586.89,2032.64,898.81,8.26,37.68,78.17,988.08,59.44,7.02,12.39,0
2157.51,1619.19,587.15,3.24,17.96,60.39,1017.14,22.8,8.97,90.74,0
3700.33,2852.48,1052.43,9.82,15.98,48.81,980.18,46.45,3.2,46.93,0
1155.83,860.32,306.49,4.67,32.13,93.16,1001.24,22.18,2.04,76.76,0
2376.4,1515.54,539.09,3.31,24.63,43.18,989.42,16.33,5.6,17.84,0
836.33,481.34,113.97,3.81,34.11,83.04,1018.55,50.53,12.47,24.84,0
2299.71,1405.35,472.1,5.44,16.71,48.4,1013.67,44.43,8.68,50.57,0
980.17,496.04,147.08,9.4,24.59,78.24,1015.34,16.83,11.58,13.47,0
1180.22,775.64,240.94,7.48,20.88,79.82,987.43,43.62,13.41,45.08,0
1176.08,766.24,253.55,5.98,33.49,88.26,1013.44,2.34,8.63,77.68,0
2877.47,1892.15,439.17,2.05,20.68,63.7,1014.54,14.03,5.83,68.92,0
3187.34,2525.04,731.94,1.92,26.45,41.31,980.13,51.49,12.91,41.66,1
2666.78,2062.58,445.23,5.27,35.47,88.66,995.88,29.89,3.83,10.8,0
3878.95,2127.66,946.63,7.42,37.88,66.64,984.36,15.85,0.86,34.27,0
1999.59,1221.08,280.4,7.63,33.07,90.83,1014.07,36.4,1.23,79.86,0
1714.28,1075.17,284.52,2.65,25.73,86.56,990.61,33.63,8.94,40.65,0
3579.52,2176.92,920.45,1.45,29.3,69.9,993.23,45.11,13.44,43.97,1
1515.51,1120.79,359.41,4.15,32.24,99.96,983.92,6.93,8.68,16.68,0
3882.31,2551.5,596.82,9.22,36.87,67.72,1004.19,57.72,6.43,64.15,1
838.89,563.43,166.81,5.68,37.21,81.79,981.65,5.96,8.87,65.97,0
3903.61,2950.76,675.63,3.54,38.27,80.19,1022.28,32.86,10.23,48.78,1
938.11,695.87,174.01,3.57,35.27,71.08,981.32,50.31,11.5,78.45,0
3651.66,1970.67,419.77,1.75,18.67,75.12,983.08,25.45,5.54,88.92,0
2488.64,1777.33,550.18,5.0,33.69,87.92,1012.02,63.89,6.11,77.55,0
3977.49,2508.33,1007.49,8.02,35.36,74.3,1025.85,53.36,0.84,58.99,0
1036.15,609.66,211.24,9.7,36.95,67.01,1024.61,30.97,9.92,94.21,0
2572.33,1324.77,465.77,5.27,38.12,79.72,984.18,14.5,11.76,44.4,0
3901.77,2521.22,630.67,2.09,27.73,42.13,994.42,4.95,7.91,68.93,1
2473.91,1500.75,429.18,6.99,31.38,46.55,1006.05,56.51,5.96,61.77,0
2814.08,1619.37,666.06,7.69,15.24,47.53,981.33,15.21,5.33,85.74,0
3026.4,2143.9,475.87,1.18,29.32,65.55,1006.43,20.34,9.85,54.96,1
2254.53,1647.71,682.95,8.58,26.83,92.31,1002.39,2.71,5.3,59.81,0
2808.19,1610.32,516.79,8.38,39.06,78.6,1009.42,3.24,9.19,50.84,0
2669.81,1374.51,562.57,4.99,37.54,98.36,1026.02,17.67,13.94,22.65,1
3683.71,2779.82,776.96,5.82,34.94,42.4,993.73,61.36,5.29,89.78,1
945.43,475.54,135.39,7.28,16.42,83.32,1011.95,55.1,1.49,87.56,0
1699.08,1327.21,514.83,6.93,25.05,58.85,1001.49,54.35,13.17,73.22,0
3841.32,2643.92,1047.65,0.66,32.4,41.4,1001.76,58.24,4.47,41.3,1
3648.84,2176.73,560.32,1.66,15.74,89.56,1012.36,14.69,14.83,41.96,1
2258.1,1296.02,574.42,2.04,20.9,49.76,1027.57,68.58,12.68,13.24,0
2784.42,1399.73,309.51,7.68,37.19,52.84,1023.15,17.79,6.69,16.99,0
1687.62,963.03,209.1,4.68,18.24,60.43,1011.98,12.2,9.61,56.24,0
1401.99,758.92,264.77,5.68,16.28,87.3,1003.08,22.04,4.52,14.48,0
2283.83,1561.34,594.38,7.84,29.51,77.48,1001.2,38.07,1.72,18.93,0
1930.73,1061.83,467.44,3.74,38.66,55.89,1019.36,10.46,8.12,32.61,0
2667.7,1756.92,529.25,7.61,35.87,50.11,990.91,52.23,6.66,43.63,0
1048.75,710.04,146.5,4.7,39.37,46.57,1009.38,27.26,14.56,54.04,0
3918.06,2309.36,809.95,4.08,33.84,48.99,1005.25,40.65,9.16,39.21,1
3955.87,2019.55,550.17,3.66,25.93,92.09,1012.47,51.93,11.33,94.66,1
3034.12,1550.97,478.07,9.67,38.67,95.36,989.37,63.33,2.46,95.58,0
2515.51,1277.64,411.55,7.83,25.67,98.08,1014.79,57.72,10.99,15.04,0
1790.49,1292.26,279.29,0.69,23.75,90.08,1011.35,38.55,1.32,98.69,0
3404.14,2026.84,651.62,9.6,26.2,93.24,989.01,69.4,9.39,25.56,0
2991.14,2210.12,677.58,7.87,35.35,88.97,1002.48,38.02,12.66,39.82,1
1320.37,831.2,314.31,1.92,37.94,97.48,1013.93,38.45,7.5,85.33,0
3714.97,2362.35,853.79,1.23,23.94,90.74,1025.08,12.78,3.62,71.89,1
3432.12,2244.14,552.74,3.43,26.56,67.72,986.1,12.11,6.93,15.24,0
3839.36,2740.96,689.45,6.43,37.46,59.4,980.44,13.47,12.7,79.71,1
3122.3,1817.34,477.51,6.36,16.18,75.05,988.26,42.24,10.86,69.69,1
2762.93,1482.25,362.76,3.12,34.6,76.49,1029.46,30.23,9.28,95.54,0
2138.38,1425.91,519.46,4.73,26.36,74.49,1018.42,28.24,10.56,91.9,0
3784.73,2263.62,1015.48,2.51,24.41,82.4,1010.72,10.67,12.6,97.77,1
3571.4,2259.8,820.37,0.98,26.17,81.94,986.65,27.91,2.7,50.94,0
944.7,655.7,230.59,5.41,25.47,45.23,1000.8,27.7,12.71,73.59,0
884.37,573.28,173.41,3.8,33.92,57.13,1015.76,44.22,12.2,96.57,0
2004.68,1375.38,382.56,5.66,38.2,93.39,1024.79,28.41,7.42,10.19,0
3393.77,2250.95,962.89,9.49,27.29,75.4,999.09,30.48,6.34,81.0,1
3959.28,2858.36,1264.11,1.86,35.82,59.71,1029.98,20.53,14.02,14.86,1
1281.33,912.03,295.67,0.52,33.3,91.03,986.99,10.94,12.38,99.9,0
2701.22,1783.5,486.09,1.23,23.27,54.94,999.35,22.4,14.84,11.25,1
2018.85,1420.61,557.63,4.9,29.68,64.55,1023.77,4.91,9.81,59.92,0
3903.73,2974.9,693.49,7.22,31.67,56.58,1012.5,15.85,0.96,56.88,0
3494.78,2200.6,861.31,6.02,15.59,92.28,1020.55,24.1,2.73,37.43,0
3482.65,2172.58,879.32,5.2,24.9,83.7,1025.39,11.9,12.39,75.91,1
2299.82,1677.2,387.81,3.86,39.82,67.61,1005.37,47.22,9.77,33.13,0
2127.42,1435.51,637.68,3.44,30.93,95.94,991.74,21.09,3.37,36.17,0
1674.9,873.13,389.75,4.07,23.36,95.65,1014.69,43.86,0.67,26.23,0
980.4,752.59,326.76,6.31,21.25,82.69,1008.17,45.78,4.31,74.27,0
3567.11,1816.5,588.56,2.09,20.24,93.52,1018.63,32.42,2.49,25.3,0
3401.28,2464.29,644.46,7.83,25.04,83.16,1005.59,32.54,13.21,90.79,1
3999.1,2909.9,1005.38,5.96,19.83,77.69,1020.56,41.54,13.3,35.91,1
3989.24,3135.27,956.21,3.06,18.38,65.25,1025.1,19.85,12.71,56.68,1
2577.38,1330.55,334.62,5.26,24.1,56.41,1017.48,3.44,1.87,52.76,0
3260.76,2214.24,677.38,9.65,30.17,43.62,1017.18,45.86,2.46,73.21,0
3823.25,2402.35,879.19,0.69,18.66,88.05,1009.36,43.38,2.47,31.06,0
3518.87,2108.47,459.07,2.4,16.11,47.33,1003.58,34.39,4.25,85.48,0
1591.51,838.88,237.7,4.76,15.87,64.62,1028.63,61.55,1.56,76.41,0
2241.74,1499.27,306.52,6.57,21.68,54.08,1012.26,36.59,14.73,40.84,0
1213.31,781.02,302.55,2.52,19.75,67.28,1022.02,22.64,12.9,20.83,0
3852.96,2047.33,737.39,9.35,28.48,58.9,1005.27,50.52,1.5,55.43,0
2739.76,1873.3,404.01,6.6,26.39,89.78,1007.74,67.44,2.58,98.25,0
1531.66,1104.92,487.47,8.84,23.12,98.69,1013.14,52.11,4.3,12.18,0
2949.44,2153.63,442.91,3.63,35.84,96.49,1016.43,63.8,11.74,86.04,1
2778.01,2143.55,744.86,8.38,27.62,77.34,1002.42,9.66,10.85,72.98,1
1946.12,1212.12,477.69,4.09,17.29,98.76,997.82,10.23,9.64,26.49,0
1163.38,914.33,362.96,2.9,22.39,64.04,991.97,12.51,13.73,52.88,0
2949.03,2240.17,467.24,9.16,39.33,71.35,1001.18,49.79,1.03,66.49,0
2464.98,1451.75,619.32,1.38,39.42,55.41,990.56,28.5,2.84,72.7,0
3271.42,1792.03,769.88,9.46,21.37,93.88,1000.84,34.48,3.25,92.92,0
2464.52,1554.17,528.96,4.86,19.18,50.78,1023.73,19.81,1.36,88.58,0
3526.98,2188.74,701.54,9.93,27.39,76.63,1028.85,52.06,9.47,39.56,1
2566.1,1726.26,364.61,5.63,27.04,87.97,1008.86,59.48,3.54,20.8,0
2595.0,1751.67,596.42,7.7,25.25,75.72,987.3,12.89,7.5,19.38,0
3605.29,2613.82,790.28,0.57,28.23,44.73,1001.38,15.11,10.44,97.19,1
2091.15,1365.45,536.9,5.22,20.8,76.69,1010.1,25.08,9.13,96.02,0
1228.85,653.07,196.55,7.51,17.87,86.02,998.54,21.05,4.71,83.76,0
892.1,675.76,250.64,7.94,29.26,51.27,990.26,38.14,6.51,98.24,0
3216.44,1907.12,429.77,2.0,38.31,84.22,991.34,53.18,5.43,34.68,0
2784.99,2204.01,514.06,4.48,18.44,92.71,1003.7,55.94,12.86,84.3,1
3053.06,1634.48,383.98,4.48,32.62,99.19,990.82,16.17,6.59,55.2,0
1481.49,1166.63,246.6,1.48,25.95,64.6,992.48,13.94,1.39,81.93,0
1236.39,651.95,218.62,4.71,22.35,41.51,1023.65,26.73,9.48,64.97,0
846.54,481.95,192.05,8.17,36.33,65.14,1018.95,12.05,3.37,86.16,0
1921.88,987.8,348.3,3.35,26.41,79.61,982.77,8.24,5.41,45.76,0
2687.74,1912.42,657.37,4.61,29.58,93.48,996.01,18.5,5.25,99.02,0
2055.18,1551.85,574.43,9.63,26.08,96.29,1006.6,28.79,1.55,29.73,0
2199.92,1386.44,395.01,0.8,17.03,94.57,983.03,41.97,14.29,70.53,1
3693.31,2875.45,835.28,6.12,29.87,79.48,1014.16,51.18,8.43,82.23,1
1914.42,1296.23,361.09,7.56,25.47,80.95,999.22,17.15,2.77,62.72,0
2444.77,1684.45,636.77,7.73,17.17,40.14,999.86,57.67,8.56,36.13,0
3307.69,2492.76,599.28,7.3,29.9,61.82,993.27,4.29,7.05,60.52,0
2068.94,1218.69,247.71,7.4,15.25,94.41,996.7,32.2,5.5,55.42,0
2790.68,1691.93,590.57,1.06,20.21,81.38,1023.08,45.05,7.35,27.11,0
3559.56,2747.22,1196.68,5.57,34.53,68.08,1019.43,21.81,10.21,78.69,1
3838.47,2956.73,1041.81,7.94,15.95,46.26,1026.79,48.49,3.39,34.05,0
1270.64,1007.54,398.72,1.39,31.17,54.78,1014.95,60.96,8.3,84.89,0
3765.08,2901.19,1068.21,0.61,38.74,73.3,1008.89,8.08,12.29,29.29,1
2374.77,1278.13,414.57,8.24,19.28,93.85,992.96,36.85,3.73,55.21,0
1626.38,1215.1,461.25,7.27,25.43,45.75,1013.34,3.28,7.98,72.57,0
2269.23,1413.62,573.97,4.42,29.39,49.23,1025.31,21.01,14.5,99.62,1
3936.1,3138.02,803.91,9.43,26.26,79.3,983.46,11.31,12.11,34.39,1
2376.38,1524.88,433.12,7.78,30.51,57.65,1002.15,44.45,9.1,67.2,0
1852.01,1233.71,315.75,9.69,25.1,50.18,987.47,18.91,11.36,23.8,0
2826.88,1862.72,583.11,9.33,18.71,50.71,1020.53,21.2,8.12,83.77,0
1568.47,935.62,394.15,5.07,17.23,69.56,1010.7,15.98,14.81,87.53,0
1042.76,544.85,155.99,7.67,33.61,75.02,1023.98,18.58,2.95,89.92,0
1212.42,931.98,273.64,6.86,20.97,94.26,983.16,17.31,10.93,95.1,0
1209.75,896.18,372.0,8.21,36.19,71.79,1025.29,49.46,0.59,42.01,0
1286.09,696.88,229.16,7.98,33.58,81.48,983.36,67.0,2.32,69.98,0
1244.25,912.07,304.51,1.96,16.24,50.84,994.38,35.34,10.97,38.42,0
2850.8,1960.65,814.06,2.72,20.03,82.81,987.81,42.83,11.51,82.34,1
1382.02,860.64,277.67,3.02,22.3,78.92,987.27,57.63,1.07,47.4,0
1906.14,1098.33,406.81,8.28,29.86,52.97,988.58,34.38,5.34,59.94,0
3669.72,2781.35,615.82,8.2,35.25,80.16,1004.01,22.54,2.21,21.97,0
2316.68,1644.97,402.46,5.21,16.51,52.69,1019.22,66.67,13.41,86.54,1
2936.18,1950.57,587.31,6.02,21.24,75.61,1024.91,63.62,7.08,53.47,0
1351.42,922.85,298.73,8.36,24.41,80.13,1008.34,16.98,6.92,67.64,0
1415.32,746.33,329.45,3.47,19.58,81.6,987.89,49.81,12.45,70.24,0
930.78,597.72,264.59,0.98,28.63,94.56,983.96,46.01,10.58,34.68,0
1340.59,748.2,308.86,5.08,26.95,96.87,1004.71,46.18,13.87,81.55,0
1691.49,951.49,265.37,9.18,22.91,88.61,1018.27,58.48,14.11,84.97,0
1366.43,954.31,420.86,8.01,27.92,92.72,1011.01,47.84,5.04,56.42,0
1083.85,838.22,312.1,3.98,23.9,41.16,1009.14,37.22,9.9,91.22,0
1186.03,736.68,219.7,1.12,23.58,61.76,982.41,59.53,8.36,24.48,0
2274.49,1279.0,480.16,6.55,21.63,42.38,1000.58,20.01,9.14,47.3,0
1460.27,1014.34,207.06,8.43,28.51,53.49,1007.52,48.19,9.57,13.99,0
1965.66,1496.57,354.0,6.82,26.1,62.9,1009.91,49.7,1.37,45.87,0
2410.94,1746.71,711.65,4.54,19.91,92.05,980.24,61.18,13.48,99.73,1
3009.26,2288.93,827.2,1.67,15.32,70.71,989.98,69.88,2.53,51.69,0
925.8,611.92,178.1,9.15,18.77,78.93,1027.49,39.91,6.65,47.73,0
3358.11,2436.52,792.28,3.12,16.07,61.77,1005.43,34.94,4.74,71.9,1
2809.28,1522.68,649.1,2.63,25.79,76.17,1015.18,42.85,8.53,14.37,0
1061.63,641.74,229.67,8.25,20.63,88.93,995.41,46.79,14.44,41.84,0
3595.45,2217.91,664.35,9.82,25.51,58.07,1009.27,50.48,6.48,57.98,0
3746.79,2448.11,563.27,6.77,23.24,95.94,997.82,21.12,9.25,53.57,1
995.45,775.18,211.96,6.44,28.45,52.8,994.85,35.12,2.55,67.82,0
1686.01,1285.23,571.39,3.53,33.1,95.16,1000.57,27.22,7.21,22.5,0
3379.84,1826.32,564.96,0.69,26.98,41.7,1002.99,4.64,13.78,46.24,1
3194.43,1762.8,560.5,2.32,16.55,72.57,996.56,43.45,14.02,67.02,1
1390.47,844.42,274.14,6.05,15.44,99.11,992.9,61.49,8.42,37.15,0
1469.92,863.17,363.42,1.94,20.33,76.59,1011.19,64.66,11.64,65.16,0
1985.51,1358.95,476.97,8.9,25.62,73.29,999.04,37.18,0.55,96.25,0
2350.47,1811.82,676.57,2.29,16.12,80.95,990.09,54.08,8.21,93.73,0
2778.42,2191.3,651.59,5.46,23.19,57.36,1017.92,50.44,11.12,75.3,1
1980.52,1378.6,285.75,5.36,37.18,43.23,1016.19,17.57,5.28,25.99,0
2280.11,1713.38,741.46,6.24,17.25,55.06,1024.34,6.28,13.57,80.58,1
